[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding instance extension VK_EXT_debug_report
[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding instance extension VK_EXT_debug_utils
[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding instance extension VK_EXT_validation_features
[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding device extension VK_EXT_debug_marker
[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding device extension VK_EXT_validation_cache
[14:48:46] [trace] LUNA: Meta-layer VK_LAYER_LUNARG_override component layer VK_LAYER_KHRONOS_validation adding device extension VK_EXT_tooling_info
[14:48:46] [trace] LUNA: Searching for ICD drivers named .\amdvlk64.dll
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_image_robustness (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_image_view_min_lod (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_index_type_uint8 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_inline_uniform_block (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_line_rasterization (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_load_store_op_none (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_memory_budget (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_memory_priority (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_pageable_device_local_memory (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_pipeline_creation_cache_control (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.3
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_pipeline_creation_feedback (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_primitive_topology_list_restart (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_private_data (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_queue_family_foreign (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_robustness2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_sampler_filter_minmax (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_sample_locations (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_scalar_block_layout (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_separate_stencil_usage (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_atomic_float (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_demote_to_helper_invocation (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_image_atomic_int64 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_stencil_export (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_subgroup_ballot (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_subgroup_vote (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_shader_viewport_index_layer (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_subgroup_size_control (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_texel_buffer_alignment (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_tooling_info (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_transform_feedback (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_vertex_attribute_divisor (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.3
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_ycbcr_image_arrays (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_buffer_marker (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_calibrated_timestamps (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_device_coherent_memory (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_display_native_hdr (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_draw_indirect_count (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_gcn_shader (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_gpa_interface (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_gpu_shader_half_float (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_gpu_shader_int16 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_memory_overallocation_behavior (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_mixed_attachment_samples (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_pipeline_compiler_control (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_rasterization_order (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_ballot (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_core_properties (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_core_properties2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_explicit_vertex_parameter (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_fragment_mask (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_image_load_store_lod (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_info (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_shader_trinary_minmax (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_texture_gather_bias_lod (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_AMD_wave_limits (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_GOOGLE_decorate_string (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_GOOGLE_hlsl_functionality1 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_GOOGLE_user_type (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_16bit_storage (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_8bit_storage (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_bind_memory2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_buffer_device_address (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_copy_commands2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_create_renderpass2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_dedicated_allocation (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.3
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_depth_stencil_resolve (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_descriptor_update_template (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_device_group (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.4
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_draw_indirect_count (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_driver_properties (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_dynamic_rendering (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_fence (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_fence_win32 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_memory (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_memory_win32 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_semaphore (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_external_semaphore_win32 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_format_feature_flags2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_get_memory_requirements2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_imageless_framebuffer (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_image_format_list (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_maintenance1 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_maintenance2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_maintenance3 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_multiview (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_pipeline_executable_properties (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_relaxed_block_layout (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_sampler_mirror_clamp_to_edge (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.3
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_sampler_ycbcr_conversion (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.14
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_separate_depth_stencil_layouts (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_atomic_int64 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_clock (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_draw_parameters (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_float16_int8 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_float_controls (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.4
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_integer_dot_product (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_non_semantic_info (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_subgroup_extended_types (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_subgroup_uniform_control_flow (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_shader_terminate_invocation (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_spirv_1_4 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_storage_buffer_storage_class (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_swapchain (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.70
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_swapchain_mutable_format (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_synchronization2 (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_timeline_semaphore (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_uniform_buffer_standard_layout (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_variable_pointers (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_vulkan_memory_model (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.3
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_win32_keyed_mutex (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_KHR_zero_initialize_workgroup_memory (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_4444_formats (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_calibrated_timestamps (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_color_write_enable (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_conditional_rendering (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_conservative_rasterization (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_custom_border_color (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.12
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_depth_clip_enable (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_depth_range_unrestricted (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.1
[14:48:47] [trace] LUNA: Device Extension: VK_EXT_descriptor_indexing (C:\WINDOWS\System32\DriverStore\FileRepository\u0380680.inf_amd64_af18cc8f47b8a04e\B374868\.\amdvlk64.dll) version 0.0.2
